Author,Degree Centrality,Betweenness Centrality
José Roberto Lambertucci,0.005750431282346176,0.009468368287218955
Aidan M Emery,0.005750431282346176,0.0013001878310370176
Cybele Gargioni,0.005750431282346176,0.0017032190426503411
Yang Dai,0.005750431282346176,0.003393331181660425
Min Zhang,0.005750431282346176,3.201244503996153e-05
Manfred Jung,0.005750431282346176,0.0022694091006167745
You-Sheng Liang,0.005606670500287522,0.0048485400157512095
Adebayo J Molehin,0.005606670500287522,0.0002493696450870192
Marcos P Silva,0.005606670500287522,0.0005042660926899933
Nobuo Ohta,0.005606670500287522,0.008069098305455682
João C Setubal,0.005606670500287522,1.353038751423975e-05
Alan Tracey,0.005606670500287522,0.0017456081382193475
Thomas Quack,0.005462909718228867,0.0019315578719196222
Donato Cioli,0.005462909718228867,0.009012188463666897
Pedro L S Pinto,0.005462909718228867,0.00011892925455570678
Le-Ping Sun,0.005319148936170213,0.001946779541536991
Jaco J Verweij,0.005319148936170213,0.004895934548886607
Jean T Coulibaly,0.005319148936170213,0.002755147521695849
Raymond J Pierce,0.005319148936170213,0.0007473397829691208
Sha Zhou,0.005319148936170213,0.0003413490074285721
Martin Horn,0.005319148936170213,0.0015865389241257156
Louis-Albert Tchuem Tchuenté,0.005319148936170213,0.003914498614956341
Shaali M Ame,0.005175388154111558,0.001965041267296366
Cristian Chaparro,0.005175388154111558,0.0018042105311467573
João P Kitajima,0.005175388154111558,0.0
Christophe Romier,0.005175388154111558,0.001330066638126133
Sheila P Gregorio,0.005175388154111558,0.0
João P Piazza,0.005175388154111558,0.0
Apuã C M Paquola,0.005175388154111558,0.0
Elida P B Ojopi,0.005175388154111558,0.0
Pedro E M Guimarães,0.005175388154111558,0.0
Elizabeth A L Martins,0.005175388154111558,0.0
Brian M Suzuki,0.005175388154111558,0.00027003700868230096
Fernanda Janku Cabral,0.005175388154111558,0.00258568503819957
Milton Y Nishiyama,0.005175388154111558,0.0
Maria F Bonaldo,0.005175388154111558,0.0
Peter D Ashton,0.005175388154111558,0.0
Patricia S Coulson,0.005175388154111558,0.0
Rachel E Adamson,0.005175388154111558,0.0
Gary P Dillon,0.005175388154111558,0.0
Renata G Sá,0.005175388154111558,0.0
Martina R Laidemitt,0.005175388154111558,0.00015974717562498828
Mireille Vargas,0.005175388154111558,8.696748425850391e-05
Carlos F M Menck,0.005175388154111558,0.0
Avril Coghlan,0.005175388154111558,0.00018058163601788096
Ricardo A Leite,0.005175388154111558,0.0
M Bento Soares,0.005175388154111558,0.0
Alda M B N Madeira,0.005175388154111558,0.0
Gaëlle C Stukart,0.005175388154111558,0.0
Paulo L Ho,0.005175388154111558,0.0
L Cosme C Malaquias,0.005175388154111558,0.0
Regina C P Marques,0.005175388154111558,0.0
Ana L T O Nascimento,0.005175388154111558,0.0
Fernanda P Ohlweiler,0.005175388154111558,0.0
Eduardo M Reis,0.005175388154111558,0.0
Marcela A Ribeiro,0.005175388154111558,0.0
Wolfgang Sippl,0.005175388154111558,0.001330066638126133
Phiraphol Chusongsang,0.005031627372052904,0.0006093843557594533
Gilda Padalino,0.005031627372052904,0.0018508176868502334
Robert Bergquist,0.00488786658999425,0.013939476945116326
Rong Luo,0.00488786658999425,0.0028200963962447785
Katja Becker,0.00488786658999425,0.0023930187124223574
Andreas Hofmann,0.00488786658999425,0.001330933163054825
Julien Kincaid-Smith,0.00488786658999425,0.0006421311562762222
Victoria H Mann,0.00488786658999425,0.0006072784387935199
Zhongdao Wu,0.00488786658999425,0.013813990924586622
Penelope Vounatsou,0.00488786658999425,0.003741439972660694
Wei Wang,0.00488786658999425,0.0022613965504894888
Bin Xu,0.00488786658999425,0.00039061404966732983
Raymond T Damian,0.00488786658999425,0.0003415532944266288
Jan Hattendorf,0.00488786658999425,0.0016811005583901013
Stephen Mulero,0.00488786658999425,0.000885398577092602
Eyrun Floerecke Kjetland,0.00488786658999425,0.001090440203925598
Mohamed R Habib,0.004744105807935595,0.002286776406888372
Lei Xu,0.004744105807935595,0.0025361646182797035
Enyara Rezende Morais,0.004744105807935595,0.0018009677835237835
Kun Yang,0.004744105807935595,0.00287069759256649
Mara R C Couri,0.004744105807935595,0.00018197286741046133
Pengfei Cai,0.004744105807935595,0.004415429039111684
Loc Le,0.004600345025876941,2.480416081529625e-07
Roman F Wolf,0.004600345025876941,2.480416081529625e-07
